Catalyst,Solvent,Base,Plate,Analysis,Plating,Yield,Conversion
IPr*-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,5,2
IPr*OMe-Pd-DMS,Me-THF,K2CO3,825,UPLC,Method2,5,5
IPr-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,91,100
SIPr-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,66,70
IMes-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,41,40
SIMes-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,25,23
IDD-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,13,11
SIDD-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,36,40
IPr*-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,10,9
IPr*OMe-Pd-DMS,Me-THF,Cs2CO3,825,UPLC,Method2,15,20
IPr-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,35,35
SIPr-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,26,21
IMes-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,23,23
SIMes-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,16,14
IDD-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,5,0
SIDD-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,14,13
IPr*-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,21,19
IPr*OMe-Pd-DMS,Me-THF,K3PO4,825,UPLC,Method2,15,14
IPr-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
SIPr-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
IMes-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
SIMes-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
IDD-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
SIDD-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
IPr*-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
IPr*OMe-Pd-DMS,Toluene,K2CO3,825,UPLC,Method2,3,
IPr-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,48,
SIPr-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,29,
IMes-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,22,
SIMes-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,17,
IDD-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,3,
SIDD-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,9,
IPr*-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,16,
IPr*OMe-Pd-DMS,Toluene,Cs2CO3,825,UPLC,Method2,16,
IPr-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,12,
SIPr-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,9,
IMes-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,11,
SIMes-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,3,
IDD-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,3,
SIDD-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,3,
IPr*-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,12,
IPr*OMe-Pd-DMS,Toluene,K3PO4,825,UPLC,Method2,8,
IPr-Pd-DMS,EtOH,K2CO3,826,UPLC,Method2,90,100
SIPr-Pd-DMS,EtOH,K2CO3,826,UPLC,Method2,87,100
IMes-Pd-DMS,EtOH,K2CO3,826,UPLC,Method2,44,49
