Catalyst,Solvent,Base,Plate,Analysis,Plating,Yield,Conversion
BIAN-IPr-Pd-DMS,EtOH,Cs2CO3,827,GC,Method2,14,27
BIAN-IPr#-Pd-DMS,EtOH,Cs2CO3,827,GC,Method2,4,19
IPrCl-Pd-DMS,EtOH,Cs2CO3,827,GC,Method2,22,46
IPentCl-Pd-DMS,EtOH,Cs2CO3,827,GC,Method2,30,100
INonCl-Pd-DMS,EtOH,Cs2CO3,827,GC,Method2,27,100
IPriPr-Pd-DMS,EtOH,Cs2CO3,827,GC,Method2,83,100
IPr#-Pd-DMS,EtOH,K3PO4,827,GC,Method2,33,100
BIAN-IMes-Pd-DMS,EtOH,K3PO4,827,GC,Method2,20,29
BIAN-IPr-Pd-DMS,EtOH,K3PO4,827,GC,Method2,87,100
BIAN-IPr#-Pd-DMS,EtOH,K3PO4,827,GC,Method2,21,76
IPrCl-Pd-DMS,EtOH,K3PO4,827,GC,Method2,88,100
IPentCl-Pd-DMS,EtOH,K3PO4,827,GC,Method2,69,100
INonCl-Pd-DMS,EtOH,K3PO4,827,GC,Method2,67,100
IPriPr-Pd-DMS,EtOH,K3PO4,827,GC,Method2,89,100
IPr#-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,2,3
BIAN-IMes-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,3,6
BIAN-IPr-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,3,14
BIAN-IPr#-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,1,8
IPrCl-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,9,16
IPentCl-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,20,28
INonCl-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,11,23
IPriPr-Pd-DMS,iPrOAc,K2CO3,827,GC,Method2,8,20
IPr#-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,57,66
BIAN-IMes-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,11,14
BIAN-IPr-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,69,80
BIAN-IPr#-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,6,13
IPrCl-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,91,100
IPentCl-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,91,100
INonCl-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,90,100
IPriPr-Pd-DMS,iPrOAc,Cs2CO3,827,GC,Method2,91,100
IPr#-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,58,67
BIAN-IMes-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,27,32
BIAN-IPr-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,33,42
BIAN-IPr#-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,8,15
IPrCl-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,68,80
IPentCl-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,87,100
INonCl-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,46,58
IPriPr-Pd-DMS,iPrOAc,K3PO4,827,GC,Method2,56,76
IPr#-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,1,1
BIAN-IMes-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,1,4
BIAN-IPr-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,1,9
BIAN-IPr#-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,1,6
IPrCl-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,3,0
IPentCl-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,10,19
INonCl-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,6,13
IPriPr-Pd-DMS,Me-THF,K2CO3,827,GC,Method2,2,8
IPr#-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,52,61
BIAN-IMes-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,12,15
BIAN-IPr-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,25,31
BIAN-IPr#-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,4,11
IPrCl-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,87,98
IPentCl-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,92,100
INonCl-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,75,94
IPriPr-Pd-DMS,Me-THF,Cs2CO3,827,GC,Method2,89,100
IPr#-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,59,69
BIAN-IMes-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,25,31
BIAN-IPr-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,29,36
BIAN-IPr#-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,5,11
IPrCl-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,54,63
IPentCl-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,88,100
INonCl-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,66,80
IPriPr-Pd-DMS,Me-THF,K3PO4,827,GC,Method2,66,81
IPr#-Pd-DMS,Toluene,K2CO3,827,GC,Method2,2,5
BIAN-IMes-Pd-DMS,Toluene,K2CO3,827,GC,Method2,1,0
BIAN-IPr-Pd-DMS,Toluene,K2CO3,827,GC,Method2,1,1
BIAN-IPr#-Pd-DMS,Toluene,K2CO3,827,GC,Method2,1,0
IPrCl-Pd-DMS,Toluene,K2CO3,827,GC,Method2,4,5
IPentCl-Pd-DMS,Toluene,K2CO3,827,GC,Method2,9,6
INonCl-Pd-DMS,Toluene,K2CO3,827,GC,Method2,13,11
IPriPr-Pd-DMS,Toluene,K2CO3,827,GC,Method2,1,0
IPr#-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,86,92
BIAN-IMes-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,12,8
BIAN-IPr-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,24,25
BIAN-IPr#-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,2,1
IPrCl-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,62,68
IPentCl-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,89,92
INonCl-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,97,100
IPriPr-Pd-DMS,Toluene,Cs2CO3,827,GC,Method2,97,100
IPr#-Pd-DMS,Toluene,K3PO4,827,GC,Method2,28,29
BIAN-IMes-Pd-DMS,Toluene,K3PO4,827,GC,Method2,4,0
BIAN-IPr-Pd-DMS,Toluene,K3PO4,827,GC,Method2,6,3
BIAN-IPr#-Pd-DMS,Toluene,K3PO4,827,GC,Method2,1,2
IPrCl-Pd-DMS,Toluene,K3PO4,827,GC,Method2,35,31
IPentCl-Pd-DMS,Toluene,K3PO4,827,GC,Method2,62,63
INonCl-Pd-DMS,Toluene,K3PO4,827,GC,Method2,68,70
IPriPr-Pd-DMS,Toluene,K3PO4,827,GC,Method2,14,13
IPr#-Pd-DMS,EtOH,K2CO3,828,GC,Method2,69,100
BIAN-IMes-Pd-DMS,EtOH,K2CO3,828,GC,Method2,14,24
BIAN-IPr-Pd-DMS,EtOH,K2CO3,828,GC,Method2,87,100
BIAN-IPr#-Pd-DMS,EtOH,K2CO3,828,GC,Method2,8,30
IPrCl-Pd-DMS,EtOH,K2CO3,828,GC,Method2,89,100
IPentCl-Pd-DMS,EtOH,K2CO3,828,GC,Method2,85,100
INonCl-Pd-DMS,EtOH,K2CO3,828,GC,Method2,72,100
IPriPr-Pd-DMS,EtOH,K2CO3,828,GC,Method2,89,100
IPr#-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,13,67
BIAN-IMes-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,13,25
BIAN-IPr-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,16,31
BIAN-IPr#-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,4,22
IPrCl-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,25,47
IPentCl-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,34,100
INonCl-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,32,100
IPriPr-Pd-DMS,EtOH,Cs2CO3,828,GC,Method2,83,100
IPr#-Pd-DMS,EtOH,K3PO4,828,GC,Method2,35,100
BIAN-IMes-Pd-DMS,EtOH,K3PO4,828,GC,Method2,18,29
BIAN-IPr-Pd-DMS,EtOH,K3PO4,828,GC,Method2,87,100
BIAN-IPr#-Pd-DMS,EtOH,K3PO4,828,GC,Method2,22,86
IPrCl-Pd-DMS,EtOH,K3PO4,828,GC,Method2,87,100
IPentCl-Pd-DMS,EtOH,K3PO4,828,GC,Method2,71,100
INonCl-Pd-DMS,EtOH,K3PO4,828,GC,Method2,68,100
IPriPr-Pd-DMS,EtOH,K3PO4,828,GC,Method2,89,100
IPr#-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,2,7
BIAN-IMes-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,2,10
BIAN-IPr-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,3,11
BIAN-IPr#-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,1,16
IPrCl-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,9,15
IPentCl-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,19,27
INonCl-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,10,19
IPriPr-Pd-DMS,iPrOAc,K2CO3,828,GC,Method2,8,13
IPr#-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,88,100
BIAN-IMes-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,10,15
BIAN-IPr-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,72,84
BIAN-IPr#-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,6,12
IPrCl-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,90,100
IPentCl-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,92,100
INonCl-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,89,100
IPriPr-Pd-DMS,iPrOAc,Cs2CO3,828,GC,Method2,88,100
IPr#-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,45,55
BIAN-IMes-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,26,34
BIAN-IPr-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,32,43
BIAN-IPr#-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,8,17
IPrCl-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,63,76
IPentCl-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,88,100
INonCl-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,47,61
IPriPr-Pd-DMS,iPrOAc,K3PO4,828,GC,Method2,80,98
IPr#-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,1,4
BIAN-IMes-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,1,6
BIAN-IPr-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,1,10
BIAN-IPr#-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,1,8
IPrCl-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,2,11
IPentCl-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,10,19
INonCl-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,5,12
IPriPr-Pd-DMS,Me-THF,K2CO3,828,GC,Method2,2,5
IPr#-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,19,30
BIAN-IMes-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,12,18
BIAN-IPr-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,26,35
BIAN-IPr#-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,4,13
IPrCl-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,86,99
IPentCl-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,90,100
INonCl-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,88,100
IPriPr-Pd-DMS,Me-THF,Cs2CO3,828,GC,Method2,87,100
IPr#-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,58,70
BIAN-IMes-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,22,29
BIAN-IPr-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,17,24
BIAN-IPr#-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,5,10
IPrCl-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,55,66
IPentCl-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,89,100
INonCl-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,47,59
IPriPr-Pd-DMS,Me-THF,K3PO4,828,GC,Method2,65,81
IPr#-Pd-DMS,Toluene,K2CO3,828,GC,Method2,1,0
BIAN-IMes-Pd-DMS,Toluene,K2CO3,828,GC,Method2,1,2
BIAN-IPr-Pd-DMS,Toluene,K2CO3,828,GC,Method2,1,0
BIAN-IPr#-Pd-DMS,Toluene,K2CO3,828,GC,Method2,1,3
IPrCl-Pd-DMS,Toluene,K2CO3,828,GC,Method2,4,7
IPentCl-Pd-DMS,Toluene,K2CO3,828,GC,Method2,7,7
INonCl-Pd-DMS,Toluene,K2CO3,828,GC,Method2,7,15
IPriPr-Pd-DMS,Toluene,K2CO3,828,GC,Method2,1,0
IPr#-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,69,79
BIAN-IMes-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,10,11
BIAN-IPr-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,20,22
BIAN-IPr#-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,2,3
IPrCl-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,62,70
IPentCl-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,76,87
INonCl-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,0,60
IPriPr-Pd-DMS,Toluene,Cs2CO3,828,GC,Method2,69,81
IPr#-Pd-DMS,Toluene,K3PO4,828,GC,Method2,37,40
BIAN-IMes-Pd-DMS,Toluene,K3PO4,828,GC,Method2,4,5
BIAN-IPr-Pd-DMS,Toluene,K3PO4,828,GC,Method2,6,9
BIAN-IPr#-Pd-DMS,Toluene,K3PO4,828,GC,Method2,1,6
IPrCl-Pd-DMS,Toluene,K3PO4,828,GC,Method2,34,39
IPentCl-Pd-DMS,Toluene,K3PO4,828,GC,Method2,37,42
INonCl-Pd-DMS,Toluene,K3PO4,828,GC,Method2,43,50
IPriPr-Pd-DMS,Toluene,K3PO4,828,GC,Method2,14,11
IPent-Pd-DMS,EtOH,K2CO3,883,UPLC,Method2,87,100
IHept-Pd-DMS,EtOH,K2CO3,883,UPLC,Method2,93,100
IPr*Tol-Pd-DMS,EtOH,K2CO3,883,UPLC,Method2,80,100
IHeptCl-Pd-DMS,EtOH,K2CO3,883,UPLC,Method2,80,100
IPaul-Pd-DMS,EtOH,K2CO3,883,UPLC,Method2,88,100
IPr-PEPPSI,EtOH,K2CO3,883,UPLC,Method2,92,99
IPr*-PEPPSI,EtOH,K2CO3,883,UPLC,Method2,79,100
INonCl-PEPPSI,EtOH,K2CO3,883,UPLC,Method2,79,100
IPent-Pd-DMS,EtOH,Cs2CO3,883,UPLC,Method2,76,100
IHept-Pd-DMS,EtOH,Cs2CO3,883,UPLC,Method2,72,100
IPr*Tol-Pd-DMS,EtOH,Cs2CO3,883,UPLC,Method2,24,45
IHeptCl-Pd-DMS,EtOH,Cs2CO3,883,UPLC,Method2,47,100
IPaul-Pd-DMS,EtOH,Cs2CO3,883,UPLC,Method2,71,83
IPr-PEPPSI,EtOH,Cs2CO3,883,UPLC,Method2,81,98
IPr*-PEPPSI,EtOH,Cs2CO3,883,UPLC,Method2,15,37
INonCl-PEPPSI,EtOH,Cs2CO3,883,UPLC,Method2,39,100
IPent-Pd-DMS,EtOH,K3PO4,883,UPLC,Method2,87,98
IHept-Pd-DMS,EtOH,K3PO4,883,UPLC,Method2,86,97
IPr*Tol-Pd-DMS,EtOH,K3PO4,883,UPLC,Method2,90,100
IHeptCl-Pd-DMS,EtOH,K3PO4,883,UPLC,Method2,89,100
IPaul-Pd-DMS,EtOH,K3PO4,883,UPLC,Method2,94,100
IPr-PEPPSI,EtOH,K3PO4,883,UPLC,Method2,89,97
IPr*-PEPPSI,EtOH,K3PO4,883,UPLC,Method2,66,100
INonCl-PEPPSI,EtOH,K3PO4,883,UPLC,Method2,82,100
IPent-Pd-DMS,iPrOAc,K2CO3,883,UPLC,Method2,85,100
IHept-Pd-DMS,iPrOAc,K2CO3,883,UPLC,Method2,71,84
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,883,UPLC,Method2,36,42
IHeptCl-Pd-DMS,iPrOAc,K2CO3,883,UPLC,Method2,71,84
IPaul-Pd-DMS,iPrOAc,K2CO3,883,UPLC,Method2,66,75
IPr-PEPPSI,iPrOAc,K2CO3,883,UPLC,Method2,84,97
IPr*-PEPPSI,iPrOAc,K2CO3,883,UPLC,Method2,6,9
INonCl-PEPPSI,iPrOAc,K2CO3,883,UPLC,Method2,62,75
IPent-Pd-DMS,iPrOAc,Cs2CO3,883,UPLC,Method2,85,100
IHept-Pd-DMS,iPrOAc,Cs2CO3,883,UPLC,Method2,80,95
IPr*Tol-Pd-DMS,iPrOAc,Cs2CO3,883,UPLC,Method2,87,100
IHeptCl-Pd-DMS,iPrOAc,Cs2CO3,883,UPLC,Method2,60,74
IPaul-Pd-DMS,iPrOAc,Cs2CO3,883,UPLC,Method2,,100
IPr-PEPPSI,iPrOAc,Cs2CO3,883,UPLC,Method2,84,97
IPr*-PEPPSI,iPrOAc,Cs2CO3,883,UPLC,Method2,59,71
INonCl-PEPPSI,iPrOAc,Cs2CO3,883,UPLC,Method2,85,100
IPent-Pd-DMS,iPrOAc,K3PO4,883,UPLC,Method2,84,100
IHept-Pd-DMS,iPrOAc,K3PO4,883,UPLC,Method2,40,48
IPr*Tol-Pd-DMS,iPrOAc,K3PO4,883,UPLC,Method2,40,45
IHeptCl-Pd-DMS,iPrOAc,K3PO4,883,UPLC,Method2,84,100
IPaul-Pd-DMS,iPrOAc,K3PO4,883,UPLC,Method2,,100
IPr-PEPPSI,iPrOAc,K3PO4,883,UPLC,Method2,85,100
IPr*-PEPPSI,iPrOAc,K3PO4,883,UPLC,Method2,78,89
INonCl-PEPPSI,iPrOAc,K3PO4,883,UPLC,Method2,87,100
IPent-Pd-DMS,Me-THF,K2CO3,883,UPLC,Method2,56,64
IHept-Pd-DMS,Me-THF,K2CO3,883,UPLC,Method2,35,40
IPr*Tol-Pd-DMS,Me-THF,K2CO3,883,UPLC,Method2,28,30
IHeptCl-Pd-DMS,Me-THF,K2CO3,883,UPLC,Method2,49,58
IPaul-Pd-DMS,Me-THF,K2CO3,883,UPLC,Method2,,48
IPr-PEPPSI,Me-THF,K2CO3,883,UPLC,Method2,21,24
IPr*-PEPPSI,Me-THF,K2CO3,883,UPLC,Method2,6,3
INonCl-PEPPSI,Me-THF,K2CO3,883,UPLC,Method2,34,37
IPent-Pd-DMS,Me-THF,Cs2CO3,883,UPLC,Method2,83,96
IHept-Pd-DMS,Me-THF,Cs2CO3,883,UPLC,Method2,80,93
IPr*Tol-Pd-DMS,Me-THF,Cs2CO3,883,UPLC,Method2,89,100
IHeptCl-Pd-DMS,Me-THF,Cs2CO3,883,UPLC,Method2,75,88
IPaul-Pd-DMS,Me-THF,Cs2CO3,883,UPLC,Method2,,93
IPr-PEPPSI,Me-THF,Cs2CO3,883,UPLC,Method2,83,98
IPr*-PEPPSI,Me-THF,Cs2CO3,883,UPLC,Method2,31,37
INonCl-PEPPSI,Me-THF,Cs2CO3,883,UPLC,Method2,83,100
IPent-Pd-DMS,Me-THF,K3PO4,883,UPLC,Method2,56,63
IHept-Pd-DMS,Me-THF,K3PO4,883,UPLC,Method2,61,69
IPr*Tol-Pd-DMS,Me-THF,K3PO4,883,UPLC,Method2,90,99
IHeptCl-Pd-DMS,Me-THF,K3PO4,883,UPLC,Method2,85,97
IPaul-Pd-DMS,Me-THF,K3PO4,883,UPLC,Method2,,100
IPr-PEPPSI,Me-THF,K3PO4,883,UPLC,Method2,86,98
IPr*-PEPPSI,Me-THF,K3PO4,883,UPLC,Method2,50,54
INonCl-PEPPSI,Me-THF,K3PO4,883,UPLC,Method2,86,100
IPent-Pd-DMS,Toluene,K2CO3,883,UPLC,Method2,68,
IHept-Pd-DMS,Toluene,K2CO3,883,UPLC,Method2,56,
IPr*Tol-Pd-DMS,Toluene,K2CO3,883,UPLC,Method2,38,
IHeptCl-Pd-DMS,Toluene,K2CO3,883,UPLC,Method2,68,
IPaul-Pd-DMS,Toluene,K2CO3,883,UPLC,Method2,17,
IPr-PEPPSI,Toluene,K2CO3,883,UPLC,Method2,18,
IPr*-PEPPSI,Toluene,K2CO3,883,UPLC,Method2,15,
INonCl-PEPPSI,Toluene,K2CO3,883,UPLC,Method2,92,
IPent-Pd-DMS,Toluene,Cs2CO3,883,UPLC,Method2,60,
IHept-Pd-DMS,Toluene,Cs2CO3,883,UPLC,Method2,44,
IPr*Tol-Pd-DMS,Toluene,Cs2CO3,883,UPLC,Method2,78,
IHeptCl-Pd-DMS,Toluene,Cs2CO3,883,UPLC,Method2,71,
IPaul-Pd-DMS,Toluene,Cs2CO3,883,UPLC,Method2,40,
IPr-PEPPSI,Toluene,Cs2CO3,883,UPLC,Method2,78,
IPr*-PEPPSI,Toluene,Cs2CO3,883,UPLC,Method2,66,
INonCl-PEPPSI,Toluene,Cs2CO3,883,UPLC,Method2,89,
IPent-Pd-DMS,Toluene,K3PO4,883,UPLC,Method2,22,
IHept-Pd-DMS,Toluene,K3PO4,883,UPLC,Method2,15,
IPr*Tol-Pd-DMS,Toluene,K3PO4,883,UPLC,Method2,35,
IHeptCl-Pd-DMS,Toluene,K3PO4,883,UPLC,Method2,63,
IPaul-Pd-DMS,Toluene,K3PO4,883,UPLC,Method2,30,
IPr-PEPPSI,Toluene,K3PO4,883,UPLC,Method2,51,
IPr*-PEPPSI,Toluene,K3PO4,883,UPLC,Method2,24,
INonCl-PEPPSI,Toluene,K3PO4,883,UPLC,Method2,87,
IPent-Pd-DMS,EtOH,K2CO3,884,UPLC,Method2,91,100
IHept-Pd-DMS,EtOH,K2CO3,884,UPLC,Method2,93,100
IPr*Tol-Pd-DMS,EtOH,K2CO3,884,UPLC,Method2,80,100
IHeptCl-Pd-DMS,EtOH,K2CO3,884,UPLC,Method2,81,100
IPaul-Pd-DMS,EtOH,K2CO3,884,UPLC,Method2,89,100
IPr-PEPPSI,EtOH,K2CO3,884,UPLC,Method2,100,99
IPr*-PEPPSI,EtOH,K2CO3,884,UPLC,Method2,81,100
INonCl-PEPPSI,EtOH,K2CO3,884,UPLC,Method2,83,100
IPent-Pd-DMS,EtOH,Cs2CO3,884,UPLC,Method2,74,100
IHept-Pd-DMS,EtOH,Cs2CO3,884,UPLC,Method2,72,100
IPr*Tol-Pd-DMS,EtOH,Cs2CO3,884,UPLC,Method2,25,49
IHeptCl-Pd-DMS,EtOH,Cs2CO3,884,UPLC,Method2,46,100
IPaul-Pd-DMS,EtOH,Cs2CO3,884,UPLC,Method2,83,93
IPr-PEPPSI,EtOH,Cs2CO3,884,UPLC,Method2,88,99
IPr*-PEPPSI,EtOH,Cs2CO3,884,UPLC,Method2,17,41
INonCl-PEPPSI,EtOH,Cs2CO3,884,UPLC,Method2,39,100
IPent-Pd-DMS,EtOH,K3PO4,884,UPLC,Method2,78,89
IHept-Pd-DMS,EtOH,K3PO4,884,UPLC,Method2,79,91
IPr*Tol-Pd-DMS,EtOH,K3PO4,884,UPLC,Method2,74,100
IHeptCl-Pd-DMS,EtOH,K3PO4,884,UPLC,Method2,85,100
IPaul-Pd-DMS,EtOH,K3PO4,884,UPLC,Method2,,100
IPr-PEPPSI,EtOH,K3PO4,884,UPLC,Method2,94,99
IPr*-PEPPSI,EtOH,K3PO4,884,UPLC,Method2,74,100
INonCl-PEPPSI,EtOH,K3PO4,884,UPLC,Method2,83,100
IPent-Pd-DMS,iPrOAc,K2CO3,884,UPLC,Method2,86,100
IHept-Pd-DMS,iPrOAc,K2CO3,884,UPLC,Method2,60,70
IPr*Tol-Pd-DMS,iPrOAc,K2CO3,884,UPLC,Method2,70,82
IHeptCl-Pd-DMS,iPrOAc,K2CO3,884,UPLC,Method2,64,74
IPaul-Pd-DMS,iPrOAc,K2CO3,884,UPLC,Method2,37,43
IPr-PEPPSI,iPrOAc,K2CO3,884,UPLC,Method2,89,100
IPr*-PEPPSI,iPrOAc,K2CO3,884,UPLC,Method2,9,12
INonCl-PEPPSI,iPrOAc,K2CO3,884,UPLC,Method2,85,100
IPent-Pd-DMS,iPrOAc,Cs2CO3,884,UPLC,Method2,85,100
IHept-Pd-DMS,iPrOAc,Cs2CO3,884,UPLC,Method2,80,95
IPr*Tol-Pd-DMS,iPrOAc,Cs2CO3,884,UPLC,Method2,85,100
IHeptCl-Pd-DMS,iPrOAc,Cs2CO3,884,UPLC,Method2,83,100
IPaul-Pd-DMS,iPrOAc,Cs2CO3,884,UPLC,Method2,,100
IPr-PEPPSI,iPrOAc,Cs2CO3,884,UPLC,Method2,89,99
IPr*-PEPPSI,iPrOAc,Cs2CO3,884,UPLC,Method2,64,73
INonCl-PEPPSI,iPrOAc,Cs2CO3,884,UPLC,Method2,84,100
IPent-Pd-DMS,iPrOAc,K3PO4,884,UPLC,Method2,86,97
IHept-Pd-DMS,iPrOAc,K3PO4,884,UPLC,Method2,43,51
IPr*Tol-Pd-DMS,iPrOAc,K3PO4,884,UPLC,Method2,89,100
IHeptCl-Pd-DMS,iPrOAc,K3PO4,884,UPLC,Method2,84,100
IPaul-Pd-DMS,iPrOAc,K3PO4,884,UPLC,Method2,,100
IPr-PEPPSI,iPrOAc,K3PO4,884,UPLC,Method2,91,99
IPr*-PEPPSI,iPrOAc,K3PO4,884,UPLC,Method2,83,94
INonCl-PEPPSI,iPrOAc,K3PO4,884,UPLC,Method2,87,100
IPent-Pd-DMS,Me-THF,K2CO3,884,UPLC,Method2,30,33
IHept-Pd-DMS,Me-THF,K2CO3,884,UPLC,Method2,33,36
IPr*Tol-Pd-DMS,Me-THF,K2CO3,884,UPLC,Method2,28,26
IHeptCl-Pd-DMS,Me-THF,K2CO3,884,UPLC,Method2,26,31
IPaul-Pd-DMS,Me-THF,K2CO3,884,UPLC,Method2,,34
IPr-PEPPSI,Me-THF,K2CO3,884,UPLC,Method2,27,62
IPr*-PEPPSI,Me-THF,K2CO3,884,UPLC,Method2,6,1
INonCl-PEPPSI,Me-THF,K2CO3,884,UPLC,Method2,31,31
IPent-Pd-DMS,Me-THF,Cs2CO3,884,UPLC,Method2,84,94
IHept-Pd-DMS,Me-THF,Cs2CO3,884,UPLC,Method2,77,90
IPr*Tol-Pd-DMS,Me-THF,Cs2CO3,884,UPLC,Method2,85,98
IHeptCl-Pd-DMS,Me-THF,Cs2CO3,884,UPLC,Method2,82,96
IPaul-Pd-DMS,Me-THF,Cs2CO3,884,UPLC,Method2,,98
IPr-PEPPSI,Me-THF,Cs2CO3,884,UPLC,Method2,76,91
IPr*-PEPPSI,Me-THF,Cs2CO3,884,UPLC,Method2,28,36
INonCl-PEPPSI,Me-THF,Cs2CO3,884,UPLC,Method2,84,100
IPent-Pd-DMS,Me-THF,K3PO4,884,UPLC,Method2,20,18
IHept-Pd-DMS,Me-THF,K3PO4,884,UPLC,Method2,33,36
IPr*Tol-Pd-DMS,Me-THF,K3PO4,884,UPLC,Method2,88,100
IHeptCl-Pd-DMS,Me-THF,K3PO4,884,UPLC,Method2,84,100
