Index,Reaction1,Reaction2,Catalyst1,Catalyst2,Product,Yield,ee
42,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,F[P-](F)(F)(F)(F)F.C1(C2=CC=CC=[N+]23)=CC=CC=C1[Ir-3]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=C94,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.5435677389303125,0.812404274895803
43,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,FC1=CC(F)=C(C2=[N+]3C=CC=C2)C([Ir-3]435(C6=CC(F)=CC(F)=C6C7=[N+]5C=CC=C7)C8=CC(F)=CC(F)=C8C9=[N+]4C=CC=C9)=C1,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.8407475741309892,0.84205918469801
44,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-6]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94.[Cl-].[Cl-].O.O.O.O.O.O,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.3191123756136302,0.857247309447336
45,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.C1(C2=CC=CC=[N+]23)=CC=CC=[N+]1[Ru-4]435([N+]6=CC=CC=C6C7=CC=CC=[N+]75)[N+]8=CC=CC=C8C9=CC=CC=[N+]94,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.32830770120297564,0.856410903190796
46,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,C[N+]1=C2C=CC=CC2=C(C3=C(C)C=CC=C3C)C4=C1C=CC=C4.O=Cl(=O)([O-])=O,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.08614819052257523,0.830759542864099
47,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,[O-]C1=C(Br)C(O2)=C(C=C1Br)C(C3=C(C([O-])=O)C=CC=C3)C(C=C4Br)C2=C(Br)C4=O.[Na+].[Na+],N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.1943196695989131,0.853104454660214
48,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C4=C(C=C(N(CC)CC)C=C4)OC2=C.[Cl-],N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.05256154792300032,0.85414508979717
49,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,CN(C1=CC2=[S+]C3=C(C=CC(N(C)C)=C3)N=C2C=C1)C.[Cl-],N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.07519810765381327,0.80810631668062
50,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,CC(C=C1)=CC=C1C2=NC(C3=CC=C(C)C=C3)=NC(C4=CC=C(C)C=C4)=N2,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.16143784460160987,0.832919348630411
51,[H]C(CCCCC#C)=O,[H]C1=CC=C(C(CBr)=O)C=C1,COC(C=C1)=CC=C1C2=NC(C3=CC=C(OC)C=C3)=NC(C4=CC=C(OC)C=C4)=N2,N[C@H]([C@@H](NS(=O)(C1=CC=C(C(C)(C)C)C=C1)=O)C2=CC=CC=C2)C3=CC=CC=C3,[H]C([C@H](CCCC#C)CC(C1=CC=C([H])C=C1)=O)=O,0.17464820484753793,0.83841955340572
